,tconst,primaryTitle,titleFR,Cluster_15
496,tt0015116,Manhandled,Tricheuse,0
497,tt0015117,Manhattan,"Gentleman Georges, cambrioleur",5
498,tt0015119,The Marriage Circle,Comédiennes,4
499,tt0015136,Michael,Michael,8
500,tt0015141,Miracle of the Wolves,Le miracle des loups,1
501,tt0015145,Monsieur Beaucaire,Monsieur Beaucaire,8
502,tt0015152,Mustalaishurmaaja,Le charmeur gitan,8
503,tt0015157,Beyond Death,Au-delà de la mort,1
504,tt0015163,The Navigator,La croisière du navigator,7
505,tt0015167,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,Les aventures extraordinaires de Mister West au pays des Bolcheviks,4
506,tt0015174,Die Nibelungen: Kriemhild's Revenge,"Les Nibelungen, la vengeance de Kriemhild",5
507,tt0015175,Die Nibelungen: Siegfried,Les Nibelungen: la mort de Siegfried,5
508,tt0015177,Husbands or Lovers,À qui la faute?,8
509,tt0015180,North of 36,Le Taciturne,1
510,tt0015202,The Hands of Orlac,Les mains d'Orlac,12
511,tt0015214,At 3:25,Le rayon invisible,13
512,tt0015224,Peter Pan,Peter Pan,9
513,tt0015229,Pied Piper Malone,Calomnie,0
514,tt0015232,"Pierrot, Pierrette","Pierrot, Pierrette",0
515,tt0015239,Poisoned Paradise: The Forbidden Story of Monte Carlo,Roulette/II,1
516,tt0015263,The Reckless Age,Folle jeunesse,0
517,tt0015289,Romola,Romola,1
518,tt0015299,A Sainted Devil,L'hacienda rouge,1
519,tt0015310,The Sea Hawk,L'aigle des mers,5
520,tt0015324,Sherlock Jr.,Sherlock Junior,7
521,tt0015331,The Signal Tower,L'homme du rail,1
522,tt0015332,The Silent Accuser,L'accusateur silencieux,6
523,tt0015339,The Moon of Israel,L'Esclave Reine,1
524,tt0015347,So Big,Mon grand,1
525,tt0015349,A Society Scandal,Scandale !,1
526,tt0015355,The Speed Spook,Le fantôme de la vitesse,4
527,tt0015361,Strike,La grève,1
528,tt0015399,A Thief in Paradise,La maison de l'homme mort,1
529,tt0015400,The Thief of Bagdad,Le voleur de Bagdad,9
530,tt0015409,Three Women,Trois femmes,1
531,tt0015413,Thy Name Is Woman,Guerrita,7
532,tt0015433,Triumph,Triomphe,1
533,tt0015451,The Unwanted,Face à l'ennemi,1
534,tt0015467,Wanderer of the Wasteland,Le Vagabond du désert,1
535,tt0015491,White Man,La folie d'une femme,1
536,tt0015492,The White Moth,Amours d'étoile,1
537,tt0015493,White Shadows,L'ombre blanche,1
538,tt0015498,Wild Oranges,Capricciosa,8
539,tt0015508,Woman to Woman,La dernière danse,8
540,tt0015526,King of the Circus,Le roi du cirque,4
541,tt0015532,The Adventures of Prince Achmed,Les aventures du prince Ahmed,9
542,tt0015542,Adventure,L'aventure,5
543,tt0015547,The Air Mail,Les pirates de l'air,5
544,tt0015569,Raffles: The Amateur Cracksman,Raffles,5
545,tt0015577,Are Parents People?,Le calvaire des divorcés,4
546,tt0015579,As Man Desires,Le capitaine mystère,5
547,tt0015602,Barriers Burned Away,La cité en flammes,1
548,tt0015612,Beggar on Horseback,Jazz,4
549,tt0015616,Below the Line,Les limiers,6
550,tt0015617,The Best Bad Man,Sans crier gare!,0
551,tt0015624,The Big Parade,La grande parade,10
552,tt0015626,Das Bildnis,L'image,8
553,tt0015627,Black Cyclone,Le cyclone noir,8
554,tt0015634,Body and Soul,Corps et âme,1
555,tt0015643,Braveheart,La barrière des races,1
556,tt0015644,The Bridge of Sighs,Un joueur enragé,1
557,tt0015648,Battleship Potemkin,Le cuirassé Potemkine,6
558,tt0015662,The Calgary Stampede,Jack le centaure,8
559,tt0015663,California Straight Ahead,Faut qu'ça gaze,0
560,tt0015669,Capital Punishment,Justice aveugle - (2e partie de Pari Tragique),1
561,tt0015684,The Circle,The Circle,0
562,tt0015688,Classified,L'alouette au miroir,7
563,tt0015689,Clothes Make the Pirate,Le corsaire aux jambes molles,9
564,tt0015692,The Coast of Folly,Le prix d'une folie,1
565,tt0015700,The Coming of Amos,L'homme du Ranch,8
566,tt0015702,Confessions of a Queen,Les Rois en exil,1
567,tt0015714,The Crackerjack,Le Cracker Jack,4
568,tt0015727,The Dancers,Dansons!,1
569,tt0015735,The Dark Angel,L'ange des ténèbres,1
570,tt0015746,The Desert's Price,Justice est faite,1
571,tt0015749,The Devil's Cargo,Le cargo infernal,1
572,tt0015750,Dick Turpin,Le brigand gentilhomme,9
573,tt0015758,Don Q Son of Zorro,"Don X., fils de Zorro",5
574,tt0015765,The Dressmaker from Paris,La Reine de la mode,7
575,tt0015768,Master of the House,Le maître du logis,0
576,tt0015770,Durand of the Bad Lands,Le réprouvé,1
577,tt0015772,The Eagle,L'aigle noir,5
578,tt0015773,The Early Bird,Le merle blanc,4
579,tt0015778,Eifersucht,Jalousie,1
580,tt0015784,Eve's Secret,Domination,7
581,tt0015794,The Phantom of the Moulin-Rouge,Le fantôme du Moulin-Rouge,1
582,tt0015801,The Living Dead Man,Feu Mathias Pascal,7
583,tt0015811,The Fighting Heart,Champion,6
584,tt0015841,The Freshman,Vive le sport!,7
585,tt0015842,The Joyless Street,La rue sans joie,1
586,tt0015847,Furusato no uta,Le chant du pays natal,1
587,tt0015861,The Bride of Glomdal,Les fiancés de Glomdal,8
588,tt0015863,Go West,Ma vache et moi,0
589,tt0015864,The Gold Rush,La ruée vers l'or,5
590,tt0015866,Gold and the Girl,L'or et la femme,1
591,tt0015867,The Golden Bed,Le lit d'or,1
592,tt0015872,The Goose Woman,Déchéance,1
593,tt0015881,Greed,Les rapaces,6
594,tt0015883,Mother of Mine,Gribiche,1
595,tt0015902,The Heart of a Siren,Coeur de sirène,1
596,tt0015903,Hearts and Spurs,Buck l'indomptable,1
597,tt0015909,Her Sister from Paris,Sa soeur de Paris,4
598,tt0015918,His People,Les siens,8
599,tt0015924,The Home Maker,Le gardien du foyer,1
600,tt0015937,I'll Show You the Town,Trop de femmes,4
601,tt0015947,Ingmarsarvet,Les Maudits,1
602,tt0015959,Jewish Luck,Le bonheur juif,7
603,tt0015968,Charles XII,Charles XII,1
604,tt0015973,Kentucky Pride,La fille de Négofol,7
605,tt0015976,The King on Main Street,Incognito,7
606,tt0015980,A Kiss in the Dark,Un baiser dans la nuit,4
607,tt0015997,The Stationmaster,Le Maître de Poste,1
608,tt0016004,Lady Windermere's Fan,L'éventail de Lady Windermere,4
609,tt0016005,Lady of the Night,La dame de la nuit,8
610,tt0016006,The Lady,Sa vie,1
611,tt0016013,Lazybones,Notre héros,0
612,tt0016022,Lightnin',Extra Dry,7
613,tt0016028,Little Annie Rooney,La petite Annie,0
614,tt0016029,The Little Colonel,Le petit colonel,0
615,tt0016034,The Live Wire,La glissade infernale,7
616,tt0016038,Lorraine of the Lions,L'enfant de la jungle,5
617,tt0016039,The Lost World,Le monde perdu,9
618,tt0016051,The Lucky Devil,Champion 13,0
619,tt0016063,The Mad Whirl,Toubilllon de jeunesse,1
620,tt0016065,Madame Sans-Gêne,Madame Sans-Gêne,4
621,tt0016097,The Masked Bride,La rose du ruisseau,8
622,tt0016104,The Merry Widow,La veuve joyeuse,8
623,tt0016106,The Midnight Flyer,Le train de minuit,8
624,tt0016109,The Midshipman,Les cadets de la mer,8
625,tt0016112,Les Misérables,Les Misérables pt.2 - Fantine,1
626,tt0016114,Miss Bluebeard,Miss Barbe-Bleue,7
627,tt0016123,The Monster,Le Docteur X,7
628,tt0016150,Never the Twain Shall Meet,La frontière humaine,1
629,tt0016156,The Night Club,Raymond ne veut plus de femmes,4
630,tt0016159,Ningen,L'homme,1
631,tt0016172,"Oh, Doctor!",Oh! Docteur!,4
632,tt0016174,Old Clothes,Marchand d'habits (1926),1
633,tt0016202,Parisian Nights,Nuits parisiennes,8
634,tt0016205,Paths to Paradise,Le mystérieux Raymond,7
635,tt0016212,The Perfect Clown,Perds pas tes Dollars!,4
636,tt0016220,The Phantom of the Opera,Le fantôme de l'opéra,14
637,tt0016226,The Plastic Age,Quand on a vingt ans,7
638,tt0016230,The Pleasure Garden,Le jardin du plaisir,8
639,tt0016232,Poil de carotte,Poil de carotte,1
640,tt0016240,Prem Sanyas,Le roman de Bouddah,1
641,tt0016241,Pretty Ladies,Les feux de la rampe,0
642,tt0016251,Proud Flesh,Capriciosa,7
643,tt0016258,The Rag Man,Marchand d'habits,0
644,tt0016288,Riders of the Purple Sage,Tom le vengeur,6
645,tt0016294,The Road to Yesterday,L'empreinte du passé,8
646,tt0016300,The Roughneck,Le ravageur,5
647,tt0016307,Sally,Mamz'elle Fortune,4
648,tt0016308,Sally of the Sawdust,"Sally, fille de cirque",4
649,tt0016310,The Salvation Hunters,Les Chasseurs de salut,1
650,tt0016332,Seven Chances,Fiancées en folie,7
651,tt0016334,Seven Sinners,Les sept larrons en quarantaine,0
652,tt0016345,The Shock Punch,L'intrépide amoureux,1
653,tt0016358,A Slave of Fashion,Une femme sans mari,7
654,tt0016361,Smouldering Fires,La femme de quarante ans,1
655,tt0016384,Das Spielzeug von Paris,"Célimène, la poupée de Montmartre",1
656,tt0016389,Sporting Life,Beau joueur,1
657,tt0016390,The Sporting Venus,Une femme très sport,8
658,tt0016392,The City Without Jews,La Ville sans Juifs,1
659,tt0016394,Stage Struck,Vedette,4
660,tt0016395,Stella Dallas,Le sacrifice de Stella Dallas,1
661,tt0016399,The Storm Breaker,Un soir de tempête,1
662,tt0016403,The Street of Forgotten Men,L'école des mendiants,6
663,tt0016409,The Swan,Sa Majesté s'amuse,7
664,tt0016417,Thank You,Sa nièce de Paris,7
665,tt0016420,That Royle Girl,Détresse,0
666,tt0016430,The Thundering Herd,La ruée sauvage,1
667,tt0016439,Too Many Kisses,Le Diable au corps,5
668,tt0016446,The Tower of Lies,La tour des mensonges,1
669,tt0016461,Tumbleweeds,Le fils de la prairie,1
670,tt0016467,Dance Fever,Le danseur de Madame,0
671,tt0016473,The Unholy Three,Le club des trois,10
672,tt0016480,The Vanishing American,La race qui meurt,1
673,tt0016481,Variety,Variétés,10
674,tt0016487,Slums of Berlin,Les deshérités de la vie,1
675,tt0016491,Mother,Saint-Bernard,8
676,tt0016493,The Imaginary Voyage,Le voyage imaginaire,0
677,tt0016499,The Waltz Dream,Rêve de valse,8
678,tt0016500,The Wanderer,L'enfant prodigue,1
679,tt0016523,The White Desert,Le désert blanc,1
680,tt0016530,The Wife of the Centaur,La femme de Don Juan,1
681,tt0016534,Wild Horse Mesa,"Blanco, cheval indompté",1
682,tt0016544,The Wizard of Oz,Le Prince qu'on sort,5
683,tt0016548,A Woman of the World,Femme du monde,0
684,tt0016550,Womanhandled,L'illusion perdue,5
685,tt0016560,Zander the Great,L'amazone,0
686,tt0016563,The Chronicles of the Gray House,La chronique de Grieshuus,1
687,tt0016564,Heart of an Actress,Rêve et réalité,1
688,tt0016598,Aloma of the South Seas,Aloma des mers du sud,0
689,tt0016603,The American Venus,Vénus moderne,4
690,tt0016627,Bardelys the Magnificent,Bardelys le magnifique,8
691,tt0016629,The Bat,L'oiseau de nuit,12
692,tt0016630,Battling Butler,Le dernier round,7
693,tt0016641,Ben-Hur: A Tale of the Christ,Ben-Hur,5
694,tt0016646,Beverly of Graustark,Quand la femme est Roi,7
695,tt0016653,Black Paradise,L'île des parias,9
696,tt0016654,The Black Pirate,Le pirate noir,9
697,tt0016655,The Blackbird,L'oiseau noir,10
698,tt0016669,La Bohème,La Bohème,8
699,tt0016672,The Boob,Le balourd,7
700,tt0016676,Born to the West,Colorado,5
701,tt0016689,The Brown Derby,Le Chapeau Fétiche,4
702,tt0016690,Brown of Harvard,"Tom, champion du Stade",10
703,tt0016696,The Bay of Death,La Baie de la mort,1
704,tt0016709,Carmen,Carmen,1
705,tt0016716,The Caveman,Pourvu que ça dure,4
706,tt0016724,Chip of the Flying U,Invalide par amour,0
707,tt0016751,The Cruise of the Jasper B,Le pirate aux dents blanches,7
708,tt0016762,Dancing Mothers,La soif de vivre,1
709,tt0016783,The Devil's Circus,Le cirque du diable,1
710,tt0016806,Don Quixote,Don Quichotte,0
711,tt0016812,The Duchess of Buffalo,La Duchesse de Buffalo,7
712,tt0016815,The Eagle of the Sea,Le corsaire masqué,9
713,tt0016822,Ella Cinders,Si tu vois ma nièce,7
714,tt0016827,Eve's Leaves,Fille d'Ève,7
715,tt0016844,Fascinating Youth,Le bel âge,7
716,tt0016847,Faust,Faust,1
717,tt0016850,Fiaker Nr. 13,"Mademoiselle Colette, danseuse...",1
718,tt0016854,Fig Leaves,Sa majesté la femme,4
719,tt0016871,Fine Manners,Mondaine,4
720,tt0016875,The First Year,Giboulées conjugales,4
721,tt0016881,The Flaming Frontier,La révolte de Sitting-Bull,9
722,tt0016884,Flesh and the Devil,La chair et le diable,8
723,tt0016886,A Sister of Six,La Dame de l'Archiduc,1
724,tt0016893,Footloose Widows,Une riche veuve,4
725,tt0016894,For Alimony Only,Lune rousse,1
726,tt0016895,For Heaven's Sake,Pour l'amour du ciel,7
727,tt0016914,Secrets of a Soul,Les mystères d'une âme,1
728,tt0016915,The Violinist of Florence,Le violoniste de Florence,4
729,tt0016926,God Gave Me Twenty Cents,La dernière escale,1
730,tt0016935,The Grand Duchess and the Waiter,La Grande Duchesse et le garçon d'étage,7
731,tt0016947,Hands Up!,Raymond s'en va-t-en guerre,4
732,tt0016948,Hard Boiled,Docteur Frakass,0
733,tt0016953,The Holy Mountain,La montagne sacrée,1
734,tt0016959,Her Man o' War,Son prisonnier,1
735,tt0016963,A Hero of the Big Snows,Rin-Tin-Tin en détresse,5
736,tt0016971,His First Flame,Premier amour,4
737,tt0016989,The Ice Flood,Le torrent de glace,5
738,tt0016999,Irene,Irène et Cie,7
739,tt0017004,It's the Old Army Game,Un conte d'apothicaire,5
740,tt0017010,The Johnstown Flood,La chevauchée de la mort,1
741,tt0017023,Kane,L'argent,4
742,tt0017025,Katka-bumazhnyy ranet,"Katka, Petite Pomme de Rainette",1
743,tt0017045,The Kreutzer Sonata,La sonate de Kreutzer,1
744,tt0017048,A Page of Madness,Une page folle,6
745,tt0017049,The Passion of a Woman Teacher,La femme professeur folle d'amour,8
746,tt0017056,The Lady of the Harem,Sultane,9
747,tt0017060,The Last Frontier,La dernière frontière,1
748,tt0017071,The Little Irish Girl,La petite Irlandaise,6
749,tt0017075,The Lodger: A Story of the London Fog,Les cheveux d'or,10
750,tt0017089,The Lucky Lady,Princesse Bouclette,7
751,tt0017096,Maciste in Hell,Maciste aux enfers,6
752,tt0017099,Madame Doesn't Want Children,Madame ne veut pas d'enfants,1
753,tt0017103,The Magician,Le magicien,1
754,tt0017112,The Man in the Saddle,Le signal dans la nuit,9
755,tt0017117,Mannequin,"Marisa, l'enfant volée",8
756,tt0017118,Manon Lescaut,Manon,1
757,tt0017120,Mare Nostrum,Mare Nostrum,6
758,tt0017128,Mother,La mère,1
759,tt0017136,Metropolis,Metropolis,1
760,tt0017137,Michel Strogoff,Michel Strogoff,9
761,tt0017141,The Midnight Limited,Le rapide de minuit,12
762,tt0017159,The Adventures of the Three Reporters,Miss Mend,5
763,tt0017195,Honor,L'honneur,1
764,tt0017196,Nana,Nana,8
765,tt0017201,The Nervous Wreck,Le neurasthénique,5
766,tt0017207,The Night Patrol,Diavolo policier,6
767,tt0017226,Old Ironsides,Vaincre ou mourir,1
768,tt0017227,Old Loves and New,Le cavalier des sables,5
769,tt0017233,One Minute to Play,Son fils avait raison,10
770,tt0017242,Padlocked,Les briseurs de joie,8
771,tt0017243,The Palace of Pleasure,Celui qu'on aime,5
772,tt0017248,The Armored Vault,La casemate blindée,2
773,tt0017252,Paris at Midnight,Le père Goriot,1
774,tt0017259,Perils of the Coast Guard,Ceux qui veillent,9
775,tt0017271,By the Law,Dura lex - selon la loi,1
776,tt0017292,The Prey of the Wind,La proie du vent,8
777,tt0017293,Three Thieves,Le procès des trois millions,4
778,tt0017311,The Rat,Le rat,2
779,tt0017328,The Road to Glory,L'ombre qui descend,1
780,tt0017329,The Road to Mandalay,La route de Mandalay,1
781,tt0017338,The Knight of the Rose,Le chevalier à la rose,4
782,tt0017350,The Scarlet Letter,La lettre écarlate,1
783,tt0017354,The Sea Beast,Jim le harponneur,9
784,tt0017372,"Shagay, sovet!","En avant, Soviet - (Le Soviet de Moscou dans le présent, le passé et l'avenir)",3
785,tt0017374,The Shamrock Handicap,Gagnant quand même,8
786,tt0017376,The Sixth Part of the World,La sixième partie du monde,3
787,tt0017378,The Overcoat,Le manteau,1
788,tt0017385,Silence,Silence,10
789,tt0017393,The Silver Treasure,Nostromo,6
790,tt0017401,Skinner's Dress Suit,L'habit fait le moine,4
791,tt0017409,So This Is Paris,Les surprises de la TSF,4
792,tt0017411,A Social Celebrity,Au suivant de ces messieurs,4
793,tt0017416,The Son of the Sheik,L'amant éternel,5
794,tt0017423,Sparrows,Les moineaux,1
795,tt0017437,The Strong Man,L'athlète incomplet,4
796,tt0017448,Tartuffe,Tartuffe,1
797,tt0017449,The Temptress,La tentatrice,8
798,tt0017463,3 Bad Men,Trois sublimes canailles,8
799,tt0017477,Tony Runs Wild,Tony l'indompté,1
800,tt0017480,Torrent,Le torrent,8
801,tt0017483,"Tramp, Tramp, Tramp",Plein les bottes,5
802,tt0017492,Twinkletoes,Le lys de Whitechapel,10
803,tt0017505,The Untamed Lady,Indomptable,1
804,tt0017506,Up in Mabel's Room,Dans la chambre de Mabel,4
805,tt0017508,Upstage,En scène,8
806,tt0017515,Wrath of the Seas,La grande parade de la flotte,9
807,tt0017518,Volcano,Volcano,8
808,tt0017519,The Volga Boatman,Le batelier de la Volga,8
809,tt0017526,The Waning Sex,Maître Nicole et son fiancé,7
810,tt0017539,What Happened to Jones?,Les mésaventures de Jones,7
811,tt0017540,What Price Glory,Au Service de la Gloire,0
812,tt0017562,The Wilderness Woman,La femme sauvage,5
813,tt0017567,The Winning of Barbara Worth,La conquête de Barbara Worth,8
814,tt0017584,You Never Know Women,You Never Know Women,1
815,tt0017621,A Daughter of Destiny,Mandragore,1
816,tt0017626,The American Beauty,Chiffons,7
817,tt0017632,Annie Laurie,Le signal de feu,8
818,tt0017637,Arizona Bound,Le Démon de l'Arizona,2
819,tt0017653,Women of Ryazan,Le village du péché,1
820,tt0017655,Back to God's Country,Sur la piste blanche,6
821,tt0017667,The Beloved Rogue,L'étrange aventure du vagabond poète,5
822,tt0017668,Berlin: Symphony of a Great City,"Berlin, symphonie d'une grande ville",3
823,tt0017687,The Blood Ship,Les mutinés de l'Estrella,1
824,tt0017698,Breakfast at Sunrise,Un déjeuner au soleil,7
825,tt0017703,Broadway Nights,Fay et Fanchette,8
826,tt0017714,The Bugle Call,Le rappel,5
827,tt0017726,Cafe Electric,Trois nuits d'amour,1
828,tt0017736,The Loves of Casanova,Casanova,11
829,tt0017739,The Cat and the Canary,La volonté du mort,7
830,tt0017743,Chang: A Drama of the Wilderness,Chang,5
831,tt0017747,The Cheerful Fraud,Deux femmes sur les bras,5
832,tt0017748,Man from the Restaurant,Garçon de restaurant,1
833,tt0017751,Children of Divorce,Les enfants du divorce,8
834,tt0017752,The Chinese Parrot,Le perroquet chinois,12
835,tt0017755,The City Gone Wild,La cité maudite,10
836,tt0017765,College,Sportif par amour,0
837,tt0017776,The Country Doctor,Le médecin de campagne,1
838,tt0017778,The Cradle Snatchers,Si nos maris s'amusent,4
839,tt0017809,The Girl with the Hat Box,La jeune fille au carton à chapeau,7
840,tt0017812,Dirnentragödie,La tragédie de la rue,1
841,tt0017822,The Dove,Colombe,5
842,tt0017825,When Boys Leave Home,C'est la vie,5
843,tt0017829,Dress Parade,Son Beau Geste,8
844,tt0017841,"East Side, West Side",À l'ombre de Brooklyn,8
845,tt0017843,Easy Virtue,Le passé ne meurt pas,10
846,tt0017850,The Enemy,L'ennemie,10
847,tt0017860,The Fair Co-Ed,Le bel âge,4
848,tt0017866,Fast and Furious,Le champion improvisé,4
849,tt0017877,The Fighting Eagle,Le Brigadier Gérard,8
850,tt0017898,For the Love of Mike,Leur gosse,8
851,tt0017913,Galloping Fury,Une recette de beauté,5
852,tt0017917,The Garden of Allah,Le jardin d'Allah,8
853,tt0017918,The Gaucho,Le Gaucho,5
854,tt0017919,The Gay Defender,Caballero,8
855,tt0017925,The General,Le mécano de la 'Général',5
856,tt0017928,Get Your Man,Il faut que tu m'épouses,7
857,tt0017929,Getting Gertie's Garter,Pour la jarretière de Gertrude,4
858,tt0017930,Der Geisterzug,Le Train Fantôme,2
859,tt0017938,The Three-Sided Mirror,La Glace à trois faces,8
860,tt0017961,Happiness,Le bonheur,0
861,tt0017979,The Private Life of Helen of Troy,La vie privée d'Hélène de Troie,5
862,tt0017998,Fanny Hawthorne,Luna - Park,8
863,tt0018014,Hotel Imperial,Hôtel Impérial,6
864,tt0018022,If I Were Single,Cocuin de briquet,7
